"id","titre","theme","type","finalite","description","pilote","Partenaires","adresse","adresse2","codepostal","ville","mail","trophee","url","lon","lat","code","code_type","code_theme"
"544","ECHO-GESTES AQUITAINE","Biodiversité","Biodiversité","Préservation de la biodiversité, protection des milieux et des ressources","Accompagnement des usagers de la mer vers des gestes et pratiques éco-responsables  grâce à la diffusion d’une brochure d’information « Vers une plaisance sans impact » par le biais des professionnels et l’adoption par ceux-ci de gestes écoresponsables sur une thématique au choix en signe d’engagement dans la campagne. ","CPIE Médoc  ","Association Curuma","15 route de Soulac","BP9","33123","Le Verdon sur Mer","contact@curuma.org",,,"-1.074381","45.542192","2",NULL,"1"
"545","Essaimage de ruches et sensibilisation au rôle de l’abeille","Biodiversité","Biodiversité","Préservation de la biodiversité, protection des milieux et des ressources","Mise en place de ruchers à vocation pédagogique sur la CUB. Le rucher sert de support d’apprentissages, de formation et de vecteur de communication, pour effectuer des séances de sensibilisation et des cessions de formation.","Bizbiz & Co",,"33 rue Giacomo Mattéoti",,"33100","Bordeaux","bizbiz.co@live.fr",,,"-0.543823","44.831941","2",NULL,"1"
"546","Un Agenda 21 pour une école éco-citoyenne","A21 Scolaire","EDD","Épanouissement de tous les êtres humains","Plusieurs volets autour de l’éducation au développement durable :  processus Eco-école, partenariat avec le SMICVAL, inscription dans la logique de réduction des déchets, travail sur la rivière avec le WWF, création de jardin et espaces végétalisés, en lien avec le service des espaces verts, l’accueil périscolaire,-participation à l’expérimentation sur le « cartable sain » , vie de la coopérative scolaire, lieu de participation et d’action...","école élémentaire Saint Denis de Pile",,"22 bis avenue du général de Gaulle",,"33910","Saint Denis de Pile","ce.0331120n@ac-bordeaux.fr",,,"-0.183414","44.988764","5","3","12"
"547","Création d’un démonstrateur fonctionnel de maison écologique et énergies renouvelables","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","La maquette, échelle 1/20, en cours de réalisation, a déjà demandé 1500h de travail avec 8 élèves du collège Chambéry, 1 du collège H.Buisson, 2 de l’ENSEIRB et l’appui de 4 enseignants. La maquette est esthétique et surtout fonctionnelle.","Enseirb-matmeca",,"1, rue A schweitzer",,"33400","Talence",,,,"-0.591628","44.805227","5","3","3"
"548","Construction écologique : le cyclo-park","Eco-construction","Territoire et ville durables","Lutte contre le changement climatique et protection de l'atmosphère","Sensibiliser des apprentis en maçonnerie et maintenance des bâtiments de collectivités (CAP) à l’éco-construction par la création d’un local en matériaux écologiques à savoir le bois, la chaux et les sarments de vigne. Chaque apprenti a fait des recherches, a participé à la conception, à la construction puis à la valorisation de leur action.","Maison Familiale Rurale Saint Yzans de Médoc",,"11 rue de Rigon",,"33340","Sait Yzans de Médoc",,,,"-0.820887","45.321731","1","1","5"
"549","Château de Camarsac","Energie",,"Lutte contre le changement climatique et protection de l'atmosphère","Mise en place de chai sous Photovoltaïque","SF château de Camarsac",,"80 route de Bergerac",,"33750","Camarsac",,,,"-0.387506","44.831349","1",NULL,"11"
"550","Culture de safran","Amap/circuits-courts","Consommation responsable","Consommation et production responsables","Faire redécouvrir le safran et réhabiliter cette culture en Gironde. Préservation de la biodiversité.","PELETTE Jean- Noël",,"34 rue du maréchal Foch prolongée",,"33440","Ambarès et Lagrave","contact@safrandebordeaux.fr",,,"-0.501206","44.951418","4","2","2"
"551","6 ronds dans l'eau","Biodiversité","Biodiversité","Préservation de la biodiversité, protection des milieux et des ressources","Le projet « PHOT’EAU » est une exposition photographique, Installée en pleine nature, qui a pour but, de sensibiliser et responsabiliser le visiteur à cette ressource naturelle fragile et menacée.","6 ronds dans l'eau",,,,"33210","Toulenne","6rondsdansleau@free.fr",,,"-0.273731","44.562695","2",NULL,"1"
"552","Création d’un jardin Partagé « les jardins du Luchey »","Amap/circuits-courts","Consommation responsable","Consommation et production responsables","Animation d’un projet de jardin partagé de 1000m² comportant 30 parcelles individuelles de 8m² ainsi qu’un espace collectif de 400 m² avec des secteurs pédagogiques pour les écoles, le centre socioculturel et le Foyer Restaurant pour personnes âgées… de plus un espace est réservé aux personnes handicapées et à mobilité réduite…","Arts et Loisirs Arlac centre socioculturel",,"avenue de la chapelle Ste bernadette",,"33700","Mérignac","contact@artsetloisirsarlac.fr",,,"-0.623195","44.822617","4","2","2"
"553","Création du jardin partagé Villa Pia ","Amap/circuits-courts","Consommation responsable","Consommation et production responsables","Bordeaux 5 de Coeur, Villa Pia et la ville de Bordeaux se sont associés pour créer 50 parcelles (5 à 6m²) de jardin partagé au coeur du quartier St Genès.","Bordeaux 5 de coeur",,"125 rue de Pessac",,"33000","Bordeaux","bordeaux5decoeur@gmail.com",,,"-0.583274","44.828744","4","2","2"
"554","14e Rencontre des Bateaux en Bois","Manifestations responsables","Consommation responsable","Consommation et production responsables","La Rencontre des Bateaux en Bois est organisée par l’association Les Chantiers Tramasset, association s’inscrivant dans le cadre de l’économie sociale et solidaire. Pendant 6 jours, des bateaux en bois naviguent sur la Garonne à la découverte du patrimoine naturel et fluvial.","Association Les Chantiers Tramasset",,"20, esplanade Josselin",,"33550","LeTourne","asso@chantierstramasset.fr",,,"-0.397233","44.717998","4","2","7"
"555","Garage informatique associatif à but pédagogique et réduction de la fracture numérique","Ateliers avec les centres sociaux","Développement solidaire","Cohésion sociale et solidarité entre les territoire et entre les générations","Réduction de la fracture numérique","Club Informatique Andernos Nord Bassin",,"52 Avenue des Colonies",,"33510","Andernos-les-bains","clubinfoandernos@gmail.com",,,"-1.085142","44.744621","3","5","4"
"556","Des Outils pour la Vie","Ateliers avec des organismes sociaux","Développement solidaire","Cohésion sociale et solidarité entre les territoire et entre les générations","Le projet consiste à la récolte et la restauration d’outils manuels sur toute la région aquitaine. Ces outils sont par la suite envoyés par container à destination du Bénin chez des partenaires repérés. Coopération avec Électriciens Sans Frontières à Toulouse.","Association Concordia Aquitaine",,"14 route de l’église",,"33880","Saint Caprais de Bordeaux","concordia.aquitaine@wanadoo.fr",,,"-0.426501","44.754744","3","5","4"
"557","Challenge CLIM’WAY Le développement durable : du virtuel au réel","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","Le projet de challenge et sensibilisation au changement climatique est mené en partenariat avec 3 communes de la rive droite: Floirac, Bassens, Artigues, 2 collèges, 1 espace jeune, 1 espace multimédia et l’association CAP SCIENCES.","Association CAP SCIENCES",,"13 avenue Pierre Curie",,"33270","Floirac","a.sonnois@cap-sciences.net",,,"-0.531204","44.836332","5","3","3"
"558","Exposition interactive développement durable.","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","Parcours pedagogique pour le grand public sur la sobriété énergétique. Créé à l’occasion du Salon de l’Environnement lors de la Foire Internationale en mai 2011. Nous avons entièrement conçu et mis en place une exposition interactive.","Centre Régional Eco-Energétique d’Aquitaine",,"3-5 rue de Tauzia",,"33800","Bordeaux","asso@creaq.org",,,"-0.560869","44.830541","5","3","3"
"559","Présentation du Film ETF, un vrai métier à des jeunes","Biodiversité","Biodiversité","Préservation de la biodiversité, protection des milieux et des ressources","Ce fi lm permet de présenter le métier des prestataires de services et montrer l’importance des interventions humaines en forêt pour casser les idées reçues.","Association des Entrepreneurs de Travaux Forestiers d’Aquitaine",,"1 Place Lainé","Bourse maritime","33000","Bordeaux","info@etf-aquitaine.org",,,"-0.583521","44.841569","2",NULL,"1"
"560","Ensemble autour du jeu  : actions concrètes d’une ludothèque en milieu rural.","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","L’association a pour objet de créer du lien social aux travers d’activités ludiques et culturelles et de sensibiliser au jeu un public diversifié. Le fonctionnement de Kaléidoscope repose sur un ensemble d’actions autour du développement durable.","ASSOCIATION KALEIDOSCOPE",,"PLACE WALDECK ROUSSEAU",,"33670","Créon","kaleidoscope.coord@orange.fr",,,"-0.349166","44.772299","5","3","3"
"561","LES RENDEZ VOUS DE L’AGENDA 21","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","Faire des outils de communication radiophonique autre chose qu’un simple outil d’information mais aussi un outil de formation, de sensibilisation en permettant aux auditeurs et aux acteurs du développement durable de participer au mieux en s’impliquant sur des actions de sensibilisation.","ASSOCIATION LA JALLE",,"Rue de Maurian","BP 66","33290","Blanquefort","lajalle@wanadoo.fr",,,"-0.631051","44.920084","5","3","3"
"562","Sensibilisation du public au recyclage à travers l’art.","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","Exposer des créations (meubles en carton-objets en papier - autres récup...). Interpeller le public, proposer des démonstrations, des ateliers. Donner envie de créer avec du matériel recyclé.","L’Art de Rien",,"Les Michenauds",,"33820","Saint Ciers sur Gironde","mariejo.pla@wanadoo.fr",,,"-0.601097","45.281383","5","3","3"
"563","Spectacle de théâtre original","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","Spectacle de théâtre original autour de la question du lien entre les bouleversements climatiques et les mutations sociales.","CIE LES LABYRINTHES",,"9, avenue du Château d’eau",,"33700","Mérignac","gerard.david.labyrinthes@orange.fr",,,"-0.681418","44.834748","5","3","3"
"564","Les Motorigoles","Ateliers avec les centres sociaux","Développement solidaire","Cohésion sociale et solidarité entre les territoire et entre les générations","Faire découvrir une association aquitaine caritative Aladin 33 «rêves d’enfants malades» du CHU de Pellegrin.","MC les motorigiles",,"Mairie ",,"33220","St Avit St Nazaire",,,,"0.276444","44.846087","3","5","4"
"565","Jour de Récup ! Une journée pour consommer autrement…","Achats publics/responsables","Consommation responsable","Consommation et production responsables","En emmenant les visiteurs sur les chemins de la réparation, de la réutilisation, du recyclage, du compostage, de l’échange et du partage, Jour de récup’ ! les invite à découvrir des solutions alternatives pour consommer moins.","Association Meduli Nature",,"4 rue de la rivière",,"33290","Blanquefort","contact@medulinature.org",,,"-0.607482","44.902177","4","2","13"
"566","La poubelle verte","Déchets","Biodiversité","Préservation de la biodiversité, protection des milieux et des ressources","Implantation et gestion de poubelles","La poubelle verte",,"route de l’entre deux mers",,"33360","Lignan de Bordeaux",,,,"-0.429297","44.794123","2",NULL,"8"
"567","Proximité Carbone","Energie","Territoire et ville durables","Lutte contre le changement climatique et protection de l'atmosphère","L’objectif de Proximité Carbone est de mener des actions positives pour l’environnement en rassemblant entreprises, institutions et associations afi n de lutter ensemble contre les émissions de gaz à effet de serre","Proximité Carbone",,"20 avenue Neil Armstrong.","  Parc Kennedy","33700","Mérignac","missoud@proximite-carbone.fr",,,"-0.690282","44.840506","1","1","11"
