objectid,entite,thematique,categorie,typologie,statut,nom,adresse,cp,commune,telephone,email,web,type_erp,nature_exploitation_erp,categorie_erp,effectif_admissible_erp,capacite_accueil_erp,unite_capacite_accueil_erp,nom_responsable,fonction_responsable,id_accessibilite,x,y,id_commune,id_thematique,id_sig,quartier,shape
804,Réseu de Santé Mentale,Personnes handicapées,Structure d'accueil Personnes handicapées,Etablissement Hospitalier,Public,Réseu Santé Mentale Yvelines Sud - RPSM 78,177 Rue de Versailles,78150,Le Chesnay,01 39 63 95 35,http://finess.sante.gouv.fr/jsp/contact.jsp,http://www.rpsm78.com/,U,"Établissement de santé public ou privé, clinique, hôpital, pouponnière, cure thermale",,,,,nr,nr,,636000.5403,6859363.6227,CHE,SAN,CHE_SAN_2129,Non renseigné,
805,Centre Médico-Psychologique (CMP),Personnes handicapées,Structure d'accueil Personnes handicapées,Etablissement Hospitalier,Public,CMP Secteur 78 G 14,27 Rue Costes et Bellonte,78220,Viroflay,01 30 24 45 40 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,U,"Établissement de santé public ou privé, clinique, hôpital, pouponnière, cure thermale",,,,,nr,nr,,639160.8702,6856082.1338,VIR,SAN,VIR_SAN_2130,Non renseigné,
806,Centre Médico-Psychologique (CMP),Personnes handicapées,Structure d'accueil Personnes handicapées,Etablissement Hospitalier,Public,CMP Secteur 78G13,2 Passage Roche,78000,Versailles,01 39 02 02 65 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,U,"Établissement de santé public ou privé, clinique, hôpital, pouponnière, cure thermale",,,,,nr,nr,,636611.2982,6856993.1478,VER,SAN,VER_SAN_2131,Clagny-Glatigny,
807,Centre Médico-Psychologique (CMP),Personnes handicapées,Structure d'accueil Personnes handicapées,Etablissement Hospitalier,Public,CMP Secteur 78 G 10,50 Rue Berthier,78000,Versailles,01 39 63 90 11 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,U,"Établissement de santé public ou privé, clinique, hôpital, pouponnière, cure thermale",,,,,nr,nr,,636412.982,6857096.8492,VER,SAN,VER_SAN_2132,Notre-Dame,
808,Centre Médico-Psychologique (CMP),Personnes handicapées,Structure d'accueil Personnes handicapées,Etablissement Hospitalier,Public,CMP Adolescents 78I06,50 Rue Berthier,78000,Versailles,01 39 63 90 91 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,U,"Établissement de santé public ou privé, clinique, hôpital, pouponnière, cure thermale",,,,,nr,nr,,636374.0995,6857103.9833,VER,SAN,VER_SAN_2133,Notre-Dame,
809,Centre Médico-Psychologique (CMP),Personnes handicapées,Structure d'accueil Personnes handicapées,Etablissement Hospitalier,Public,Antenne CMP Enfants,50 Rue Berthier,78000,Versailles,01 39 63 90 90 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,U,"Établissement de santé public ou privé, clinique, hôpital, pouponnière, cure thermale",,,,,nr,nr,,636352.9837,6857107.8576,VER,SAN,VER_SAN_2134,Notre-Dame,
810,Centre Médico-Psychologique (CMP),Personnes handicapées,Structure d'accueil Personnes handicapées,Etablissement Hospitalier,Public,CMP Secteur 78-G-14,4 Rue Aristide Briand,78140,Vélizy-Villacoublay,01 39 46 40 70 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,U,"Établissement de santé public ou privé, clinique, hôpital, pouponnière, cure thermale",,,,,nr,nr,,640424.162,6854235.8571,VEL,SAN,VEL_SAN_2135,Non renseigné,
811,Centre Médico-Psychologique (CMP),Personnes handicapées,Structure d'accueil Personnes handicapées,Etablissement Hospitalier,Association,CMP Vélizy,22 Rue du Général Exelmans,78140,Vélizy-Villacoublay,01 39 46 30 78 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,U,"Établissement de santé public ou privé, clinique, hôpital, pouponnière, cure thermale",,,,,nr,nr,,641216.2041,6853785.1015,VEL,SAN,VEL_SAN_2136,Non renseigné,
812,Centre Médico-Psychologique (CMP),Personnes handicapées,Structure d'accueil Personnes handicapées,Etablissement Hospitalier,Public,CMP Secteur 78-I-04,3 Rue Marceau,78210,Saint-Cyr-l'Ecole,01 30 45 06 04 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,U,"Établissement de santé public ou privé, clinique, hôpital, pouponnière, cure thermale",,,,,nr,nr,,631013.8993,6856364.1668,CYR,SAN,CYR_SAN_2137,Non renseigné,
813,Centre Médico-Psychologique (CMP),Personnes handicapées,Structure d'accueil Personnes handicapées,Etablissement Hospitalier,Public,CMP Secteur 78G11-I04,1 Résidence L'Abbaye,78210,Saint-Cyr-l'Ecole,01 30 58 49 49 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,U,"Établissement de santé public ou privé, clinique, hôpital, pouponnière, cure thermale",,,,,nr,nr,,630328.2025,6856474.2697,CYR,SAN,CYR_SAN_2138,Non renseigné,
814,Centre Médico-Psychologique (CMP),Personnes handicapées,Structure d'accueil Personnes handicapées,Etablissement Hospitalier,Public,CMP Maternologie I04,11 Square Anatole France,78210,Saint-Cyr-l'Ecole,01 30 79 29 03 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,U,"Établissement de santé public ou privé, clinique, hôpital, pouponnière, cure thermale",,,,,nr,nr,,631160.9524,6856352.6339,CYR,SAN,CYR_SAN_2139,Non renseigné,
815,Centre Médico-Psychologique (CMP),Personnes handicapées,Structure d'accueil Personnes handicapées,Etablissement Hospitalier,Public,CMP Secteur 78G10,6 Avenue de la Drionne,78170,La Celle-Saint-Cloud,01 30 78 05 66 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,U,"Établissement de santé public ou privé, clinique, hôpital, pouponnière, cure thermale",,,,,nr,nr,,636490.6957,6861150.9065,CEL,SAN,CEL_SAN_2140,Non renseigné,
816,Hôpital de Jour (HDJ),Santé,Structure d'accueil Personnes handicapées,Etablissement Hospitalier,Public,HDJ - Secteur 78 G 13,2 Passage Roche,78000,Versailles,01 39 02 02 65 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,U,"Établissement de santé public ou privé, clinique, hôpital, pouponnière, cure thermale",,,,,nr,nr,,636609.6438,6856980.4389,VER,SAN,VER_SAN_2141,Clagny-Glatigny,
817,Centre Hospitalier Spécialisé lutte Maladies Mentales,Personnes handicapées,Structure d'accueil Personnes handicapées,Etablissement Hospitalier,Public,Maison Thérapeutique,29 Rue Molière,78000,Versailles,01 30 81 87 10 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,U,"Établissement de santé public ou privé, clinique, hôpital, pouponnière, cure thermale",,,,,nr,nr,,637620.9895,6855065.9508,VER,SAN,VER_SAN_2142,Porchefontaine,
818,Centre Hospitalier Spécialisé lutte Maladies Mentales,Personnes handicapées,Structure d'accueil Personnes handicapées,Etablissement Hospitalier,Public,Jardin d'enfants thérapeutique 78I04,15 Rue Blaise Pascal,78390,Bois-d'Arcy,01 30 14 50 84 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,U,"Établissement de santé public ou privé, clinique, hôpital, pouponnière, cure thermale",,,,,nr,nr,,627931.2088,6855928.4213,BOI,SAN,BOI_SAN_2143,Non renseigné,
819,Hôpital de Jour (HDJ),Santé,Structure d'accueil Personnes handicapées,Etablissement Hospitalier,Public,HDJ - Bleuler,50 Rue Berthier,78000,Versailles,nr,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,U,"Établissement de santé public ou privé, clinique, hôpital, pouponnière, cure thermale",,,,,nr,nr,,636393.9606,6857100.3392,VER,SAN,VER_SAN_2144,Notre-Dame,
820,Centre Hospitalier (CH),Santé,Établissement de santé,Etablissement Hospitalier,Public,CH de Versailles Site Richaud,80 Boulevard de la Reine,78000,Versailles,01 39 63 91 36 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,U,"Établissement de santé public ou privé, clinique, hôpital, pouponnière, cure thermale",,,,,nr,nr,,636521.2649,6856847.38,VER,SAN,VER_SAN_2145,Notre-Dame,
821,Autre Etablissement Loi Hospitalière,Santé,Établissement de santé,Etablissement Hospitalier,Privé,Centre Radiologie - Traitement tumeurs,7 Rue de la Porte de Buc,78000,Versailles,01 46 31 36 11 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,U,"Établissement de santé public ou privé, clinique, hôpital, pouponnière, cure thermale",,,,,nr,nr,,636699.8022,6855316.9583,VER,SAN,VER_SAN_2146,Chantiers,
822,Centre Hospitalier (CH),Santé,Établissement de santé,Etablissement Hospitalier,Public,CH de Versailles Site André Mignot,177 Rue de Versailles,78150,Le Chesnay,01 39 63 91 33 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,U,"Établissement de santé public ou privé, clinique, hôpital, pouponnière, cure thermale",,,,,nr,nr,,636004.9378,6859346.2954,CHE,SAN,CHE_SAN_2147,Non renseigné,
823,Centre d'Accueil Thérapeutique à temps partiel (CATTP),Santé,Établissement de santé,Etablissement Hospitalier,Public,Centre d'activité thérapeutique à temps partiel (CATTP),88 Rue de la Bonne-Aventure,78000,Versailles,01 39 63 91 06 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,U,"Établissement de santé public ou privé, clinique, hôpital, pouponnière, cure thermale",,,,,nr,nr,,637848.7439,6856620.3366,VER,SAN,VER_SAN_2148,Jussieu,
824,Service d'Éducation Spéciale et de Soins à Domicile (SESAD),Personnes handicapées,Structure d'accueil Personnes handicapées,Etablissement Enfants et jeunes handicapés,Association,SESAD Graine d'Etoile du CESAP,30 Rue de la Ceinture,78000,Versailles,01 39 53 34 96 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,J,Structure d'accueil pour personnes handicapées,,,,,nr,nr,,638043.73,6856830.3137,VER,PHA,VER_PHA_2149,Jussieu,
825,Service d'Aide Ménagère à Domicile,Personnes âgées,Structure d'accueil Personnes âgées,Aide Personnes âgées,Association,Service d'aide ménagère,Place de l'Aviation,78140,Vélizy-Villacoublay,01 39 46 17 13 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,J,Structure d'accueil pour personnes âgées,,,,,nr,nr,,640138.6293,6854040.4524,VEL,PAG,VEL_PAG_2150,Non renseigné,
826,Service d'Aide Ménagère à Domicile,Personnes âgées,Structure d'accueil Personnes âgées,Aide Personnes âgées,Association,ASDV Service d'aide menagère,2 Place Geldrop,78210,Saint-Cyr-l'Ecole,01 30 58 47 98 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,J,Structure d'accueil pour personnes âgées,,,,,nr,nr,,630783.6844,6856516.7287,CYR,PAG,CYR_PAG_2151,Non renseigné,
827,Service d'Aide Ménagère à Domicile,Personnes âgées,Structure d'accueil Personnes âgées,Aide Personnes âgées,Association,Service d'aide ménagère,37 Rue André le Bourblanc,78590,Noisy-le-Roi,01 30 80 08 30 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,J,Structure d'accueil pour personnes âgées,,,,,nr,nr,,631361.2133,6860839.0666,NOI,PAG,NOI_PAG_2152,Non renseigné,
828,Service d'Aide Ménagère à Domicile,Personnes âgées,Structure d'accueil Personnes âgées,Aide Personnes âgées,Public,Service d'aide ménagère,2 Grande Rue,78350,Les Loges-en-Josas,01 39 07 16 70 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,J,Structure d'accueil pour personnes âgées,,,,,nr,nr,,636834.3736,6851934.6145,LOG,PAG,LOG_PAG_2153,Non renseigné,
829,Service d'Aide Ménagère à Domicile,Personnes âgées,Structure d'accueil Personnes âgées,Aide Personnes âgées,Public,Service d'aide ménagère,9 Rue Pottier,78150,Le Chesnay,01 39 23 23 50 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,J,Structure d'accueil pour personnes âgées,,,,,nr,nr,,635819.9212,6858862.3158,CHE,PAG,CHE_PAG_2154,Non renseigné,
830,Service d'Aide Ménagère à Domicile,Personnes âgées,Structure d'accueil Personnes âgées,Aide Personnes âgées,Public,Service d'aide ménagère,8 E Avenue Charles de Gaulle,78170,La Celle-Saint-Cloud,01 30 78 10 00 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,J,Structure d'accueil pour personnes âgées,,,,,nr,nr,,636637.1577,6861248.1277,CEL,PAG,CEL_PAG_2155,Non renseigné,
831,Service d'Aide Ménagère à Domicile,Personnes âgées,Structure d'accueil Personnes âgées,Aide Personnes âgées,Public,Service d'aide ménagère de Jouy,19 Avenue Jean Jaurès,78350,Jouy-en-Josas,01 39 20 11 11 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,J,Structure d'accueil pour personnes âgées,,,,,nr,nr,,638869.0881,6851957.6446,JOU,PAG,JOU_PAG_2156,Non renseigné,
832,Service d'Aide Ménagère à Domicile,Personnes âgées,Structure d'accueil Personnes âgées,Aide Personnes âgées,Public,Service d'aide ménagère,Place du 8 Mai 1945,78330,Fontenay-le-Fleury,01 30 14 33 67 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,J,Structure d'accueil pour personnes âgées,,,,,nr,nr,,629830.7539,6857185.9328,FON,PAG,FON_PAG_2157,Non renseigné,
833,Service d'Aide Ménagère à Domicile,Personnes âgées,Structure d'accueil Personnes âgées,Aide Personnes âgées,Association,Service d'aide ménagère,19 Place Saint-Christophe,78117,Châteaufort,01 39 56 21 71 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,J,Structure d'accueil pour personnes âgées,,,,,nr,nr,,633231.9902,6848944.466,CHA,PAG,CHA_PAG_2158,Non renseigné,
834,Service d'Aide Ménagère à Domicile,Personnes âgées,Structure d'accueil Personnes âgées,Aide Personnes âgées,Public,Service d'aide ménagère,4 Rue des Frères Robin,78530,Buc,01 39 20 71 40 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,J,Structure d'accueil pour personnes âgées,,,,,nr,nr,,635802.3183,6853040.1002,BUC,PAG,BUC_PAG_2159,Non renseigné,
835,Service d'Aide Ménagère à Domicile,Personnes âgées,Structure d'accueil Personnes âgées,Aide Personnes âgées,Association,Service d'aide ménagère,126 Rue du Maréchal Joffre,78380,Bougival,01 30 78 25 94 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,J,Structure d'accueil pour personnes âgées,,,,,nr,nr,,636895.7561,6862642.7949,BOU,PAG,BOU_PAG_2160,Non renseigné,
836,Service d'Aide Ménagère à Domicile,Personnes âgées,Structure d'accueil Personnes âgées,Aide Personnes âgées,Public,Service d'aide ménagère,2 Avenue Paul Vaillant-Couturier,78390,Bois-d'Arcy,01 30 40 88 00 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,J,Structure d'accueil pour personnes âgées,,,,,nr,nr,,628823.3496,6856082.815,BOI,PAG,BOI_PAG_2161,Non renseigné,
837,Service d'Aide Ménagère à Domicile,Personnes âgées,Structure d'accueil Personnes âgées,Aide Personnes âgées,Association,Services d'aide ménagère à domicile,Place de la Mairie,91570,Bièvres,01 69 41 22 01 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,J,Structure d'accueil pour personnes âgées,,,,,nr,nr,,642307.4736,6850728.1567,BIE,PAG,BIE_PAG_2162,Non renseigné,
838,Service d'Aide Ménagère à Domicile,Personnes âgées,Structure d'accueil Personnes âgées,Aide Personnes âgées,Public,Service d'aide ménagère,1 Rue des Chênes,78870,Bailly,01 34 62 60 73 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,J,Structure d'accueil pour personnes âgées,,,,,nr,nr,,632410.5055,6860315.8374,BAI,PAG,BAI_PAG_2163,Non renseigné,
839,Service d'Aide aux Personnes Agées,Personnes âgées,Structure d'accueil Personnes âgées,Aide Personnes âgées,Privé,Bien à la Maison,32 Rue de l'Orangerie,78000,Versailles,nr,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,J,Structure d'accueil pour personnes âgées,,,,,nr,nr,,635611.8997,6855886.992,VER,PAG,VER_PAG_2164,Saint-Louis,
840,Service d'Aide aux Personnes Agées,Personnes âgées,Structure d'accueil Personnes âgées,Aide Personnes âgées,Privé,Nurse Alliance France,3 Rue Léon Gatin,78000,Versailles,01 30 61 33 33 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,J,Structure d'accueil pour personnes âgées,,,,,nr,nr,,636937.3252,6856336.0599,VER,PAG,VER_PAG_2165,Montreuil,
841,Service d'Aide aux Personnes Agées,Personnes âgées,Structure d'accueil Personnes âgées,Aide Personnes âgées,Privé,Aide et accompagnement à Domicile,10 Quai Boissy d'Anglas,78380,Bougival,01 30 82 77 08 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,J,Structure d'accueil pour personnes âgées,,,,,nr,nr,,636487.7936,6863329.4,BOU,PAG,BOU_PAG_2166,Non renseigné,
842,Etablissement d'hébergement pour personnes âgées dépendantes (EHPAD),Personnes âgées,Structure d'accueil Personnes âgées,Hébergement Personnes âgées,Public,EHPAD Les Aulnettes,31 Rue Joseph Bertrand,78220,Viroflay,01 30 24 67 88 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,J,Structure d'accueil pour personnes âgées,,,,,nr,nr,,639163.2051,6856811.0102,VIR,PAG,VIR_PAG_2167,Non renseigné,
843,Etablissement d'hébergement pour personnes âgées dépendantes (EHPAD),Personnes âgées,Structure d'accueil Personnes âgées,Hébergement Personnes âgées,Association,EHPAD des Soeurs Augustines,23 Rue Édouard Charton,78000,Versailles,01 39 20 19 39 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,J,Structure d'accueil pour personnes âgées,,,,,nr,nr,,636052.878,6855216.9824,VER,PAG,VER_PAG_2168,Chantiers,
844,Etablissement d'hébergement pour personnes âgées dépendantes (EHPAD),Personnes âgées,Structure d'accueil Personnes âgées,Hébergement Personnes âgées,Public,EHPAD Hyacinthe Richaud,80 Boulevard de la Reine,78000,Versailles,01 39 63 91 90 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,J,Structure d'accueil pour personnes âgées,,,,,nr,nr,,636490.4908,6856851.3707,VER,PAG,VER_PAG_2169,Notre-Dame,
845,Etablissement d'hébergement pour personnes âgées dépendantes (EHPAD),Personnes âgées,Structure d'accueil Personnes âgées,Hébergement Personnes âgées,Privé,EHPAD Saint-Louis,24 Rue Maréchal Joffre,78000,Versailles,01 39 07 25 25 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,J,Structure d'accueil pour personnes âgées,,,,,nr,nr,,635431.3132,6855324.1517,VER,PAG,VER_PAG_2170,Saint-Louis,
846,Etablissement d'hébergement pour personnes âgées dépendantes (EHPAD),Personnes âgées,Structure d'accueil Personnes âgées,Hébergement Personnes âgées,Public,EHPAD Fondation Lépine Providence,53 Rue des Chantiers,78000,Versailles,01 39 50 61 16 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,J,Structure d'accueil pour personnes âgées,,,,,nr,nr,,636863.1416,6855330.7052,VER,PAG,VER_PAG_2171,Chantiers,
847,Etablissement d'hébergement pour personnes âgées dépendantes (EHPAD),Personnes âgées,Structure d'accueil Personnes âgées,Hébergement Personnes âgées,Privé,EHPAD Ma Maison,9 Avenue Maréchal Franchet d'Esperey,78000,Versailles,01 78 74 10 00 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,J,Structure d'accueil pour personnes âgées,,,,,nr,nr,,636893.7588,6858132.3777,VER,PAG,VER_PAG_2172,Clagny-Glatigny,
848,Etablissement d'hébergement pour personnes âgées dépendantes (EHPAD),Personnes âgées,Structure d'accueil Personnes âgées,Hébergement Personnes âgées,Privé,EHPAD Le Parc de l'Abbaye,7 Rue des Demoiselles de Saint-Cyr,78210,Saint-Cyr-l'Ecole,01 30 23 23 01 ,http://finess.sante.gouv.fr/jsp/contact.jsp,http://finess.sante.gouv.fr/,J,Structure d'accueil pour personnes âgées,,,,,nr,nr,,630908.0282,6856377.5759,CYR,PAG,CYR_PAG_2173,Non renseigné,
