"Provenance";"Code Insee de la commune";"Commune";"Annee";"Activite";"Profession";"Discipline";"Comptage"
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2006";"Libérale";"Médecin Spécialiste";"Dermatologie et vénéréologie";3,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2006";"Libérale";"Infirmier";"Infirmier";13,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2007";"Libérale";"Médecin Spécialiste";"Chirurgie générale";2,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2007";"Libérale";"Médecin Spécialiste";"Cardiologie";4,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2007";"Libérale";"Médecin Spécialiste";"Biologie médicale";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2007";"Libérale";"Médecin Spécialiste";"Anesthésiologie Réanimation";4,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2007";"Libérale";"Médecin Spécialiste";"Chirurgie orthopédique et traumatologique";2,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2007";"Libérale";"Médecin Spécialiste";"Ophtalmologie";4,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2007";"Libérale";"Médecin Généraliste";"Médecin Généraliste";29,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2007";"Libérale";"Médecin Spécialiste";"Chirurgie urologique";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2007";"Libérale";"Médecin Spécialiste";"Dermatologie et vénéréologie";3,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2007";"Libérale";"Médecin Spécialiste";"Endocrinologie et métabolismes";2,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2007";"Libérale";"Médecin Spécialiste";"Gastro-Entérologie Hépatologie";2,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2007";"Libérale";"Médecin Spécialiste";"Psychiatrie";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2007";"Libérale";"Médecin Spécialiste";"Neurologie";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2007";"Libérale";"Médecin Spécialiste";"Pédiatrie";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2007";"Libérale";"Médecin Spécialiste";"Radiodiagnostic et imagerie médicale";5,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2007";"Libérale";"Médecin Spécialiste";"Rhumatologie";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2007";"Libérale";"Médecin Spécialiste";"Gynécologie obstétrique";4,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2007";"Libérale";"Médecin Spécialiste";"Oto-rhino laryngologie";2,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2007";"Libérale";"Audio-Prothésiste";"Audio-Prothésiste";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2007";"Libérale";"Orthoptiste";"Orthoptiste";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2007";"Libérale";"Orthophoniste";"Orthophoniste";4,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2007";"Libérale";"Psychologue";"Psychologue";3,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2007";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";13,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2007";"Libérale";"Infirmier";"Infirmier";13,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2007";"Libérale";"Opticien-Lunetier";"Opticien-Lunetier";7,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2007";"Libérale";"Pédicure-Podologue";"Pédicure-Podologue";5,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2007";"Libérale";"Médecin Spécialiste";"Pneumologie";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2007";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";16,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2007";"Libérale";"Pharmacien";"Pharmacien";17,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2007";"Libérale";"Sage-Femme";"Sage-Femme";3,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2008";"Libérale";"Orthoptiste";"Orthoptiste";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2008";"Libérale";"Médecin Spécialiste";"Ophtalmologie";4,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2008";"Libérale";"Médecin Spécialiste";"Oto-rhino laryngologie";2,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2008";"Libérale";"Médecin Spécialiste";"Pédiatrie";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2008";"Libérale";"Médecin Spécialiste";"Pneumologie";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2008";"Libérale";"Médecin Spécialiste";"Psychiatrie";2,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2008";"Libérale";"Médecin Spécialiste";"Rhumatologie";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2008";"Libérale";"Médecin Spécialiste";"Radiodiagnostic et imagerie médicale";5,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2008";"Libérale";"Psychologue";"Psychologue";3,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2008";"Libérale";"Opticien-Lunetier";"Opticien-Lunetier";7,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2008";"Libérale";"Orthophoniste";"Orthophoniste";4,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2008";"Libérale";"Médecin Spécialiste";"Neurologie";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2008";"Libérale";"Pédicure-Podologue";"Pédicure-Podologue";5,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2008";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";13,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2008";"Libérale";"Médecin Spécialiste";"Chirurgie orthopédique et traumatologique";2,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2008";"Libérale";"Sage-Femme";"Sage-Femme";4,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2008";"Libérale";"Infirmier";"Infirmier";15,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2008";"Libérale";"Audio-Prothésiste";"Audio-Prothésiste";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2008";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";14,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2008";"Libérale";"Médecin Spécialiste";"Chirurgie urologique";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2008";"Libérale";"Médecin Spécialiste";"Cardiologie";4,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2008";"Libérale";"Médecin Spécialiste";"Gynécologie obstétrique";4,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2008";"Libérale";"Médecin Généraliste";"Médecin Généraliste";29,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2008";"Libérale";"Médecin Spécialiste";"Anesthésiologie Réanimation";4,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2008";"Libérale";"Pharmacien";"Pharmacien";17,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2008";"Libérale";"Médecin Spécialiste";"Biologie médicale";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2008";"Libérale";"Médecin Spécialiste";"Chirurgie générale";2,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2008";"Libérale";"Médecin Spécialiste";"Dermatologie et vénéréologie";3,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2008";"Libérale";"Médecin Spécialiste";"Endocrinologie et métabolismes";2,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2008";"Libérale";"Médecin Spécialiste";"Gastro-Entérologie Hépatologie";2,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2009";"Libérale";"Médecin Spécialiste";"Pneumologie";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2009";"Libérale";"Médecin Spécialiste";"Pédiatrie";2,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2009";"Libérale";"Psychologue";"Psychologue";3,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2009";"Libérale";"Médecin Spécialiste";"Radiodiagnostic et imagerie médicale";5,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2009";"Libérale";"Pédicure-Podologue";"Pédicure-Podologue";5,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2009";"Libérale";"Médecin Spécialiste";"Ophtalmologie";5,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2009";"Libérale";"Médecin Spécialiste";"Dermatologie et vénéréologie";3,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2009";"Libérale";"Médecin Spécialiste";"Biologie médicale";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2009";"Libérale";"Diététicien";"Diététicien";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2009";"Libérale";"Médecin Spécialiste";"Oto-rhino laryngologie";2,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2009";"Libérale";"Médecin Spécialiste";"Chirurgie générale";2,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2009";"Libérale";"Opticien-Lunetier";"Opticien-Lunetier";7,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2009";"Libérale";"Audio-Prothésiste";"Audio-Prothésiste";2,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2009";"Libérale";"Infirmier";"Infirmier";15,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2009";"Libérale";"Médecin Généraliste";"Médecin Généraliste";30,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2009";"Libérale";"Médecin Spécialiste";"Gynécologie obstétrique";4,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2009";"Libérale";"Médecin Spécialiste";"Endocrinologie et métabolismes";2,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2009";"Libérale";"Sage-Femme";"Sage-Femme";4,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2009";"Libérale";"Médecin Spécialiste";"Chirurgie orthopédique et traumatologique";2,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2009";"Libérale";"Orthoptiste";"Orthoptiste";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2009";"Libérale";"Médecin Spécialiste";"Cardiologie";4,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2009";"Libérale";"Médecin Spécialiste";"Neurologie";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2009";"Libérale";"Médecin Spécialiste";"Anesthésiologie Réanimation";4,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2009";"Libérale";"Médecin Spécialiste";"Psychiatrie";2,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2009";"Libérale";"Médecin Spécialiste";"Gastro-Entérologie Hépatologie";2,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2009";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";12,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2009";"Libérale";"Médecin Spécialiste";"Chirurgie urologique";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2009";"Libérale";"Pharmacien";"Pharmacien";17,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2009";"Libérale";"Médecin Spécialiste";"Rhumatologie";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2009";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";14,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2009";"Libérale";"Orthophoniste";"Orthophoniste";4,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2009";"Libérale";"Podo-orthésiste";"Podo-orthésiste";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2010";"Libérale";"Médecin Spécialiste";"Neurologie";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2010";"Libérale";"Médecin Spécialiste";"Biologie médicale";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2010";"Libérale";"Médecin Spécialiste";"Cardiologie";4,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2010";"Libérale";"Médecin Spécialiste";"Chirurgie générale";2,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2010";"Libérale";"Médecin Spécialiste";"Chirurgie orthopédique et traumatologique";2,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2010";"Libérale";"Médecin Spécialiste";"Chirurgie urologique";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2010";"Libérale";"Médecin Spécialiste";"Dermatologie et vénéréologie";3,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2010";"Libérale";"Médecin Spécialiste";"Endocrinologie et métabolismes";2,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2010";"Libérale";"Médecin Spécialiste";"Anesthésiologie Réanimation";5,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2010";"Libérale";"Infirmier";"Infirmier";14,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2010";"Libérale";"Médecin Spécialiste";"Pneumologie";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2010";"Libérale";"Médecin Spécialiste";"Oto-rhino laryngologie";4,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2010";"Libérale";"Médecin Spécialiste";"Pédiatrie";3,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2010";"Libérale";"Médecin Spécialiste";"Psychiatrie";2,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2010";"Libérale";"Pédicure-Podologue";"Pédicure-Podologue";5,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2010";"Libérale";"Médecin Spécialiste";"Rhumatologie";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2010";"Libérale";"Orthophoniste";"Orthophoniste";4,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2010";"Libérale";"Podo-orthésiste";"Podo-orthésiste";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2010";"Libérale";"Médecin Spécialiste";"Gynécologie obstétrique";4,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2010";"Libérale";"Médecin Spécialiste";"Gastro-Entérologie Hépatologie";2,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2010";"Libérale";"Médecin Spécialiste";"Radiodiagnostic et imagerie médicale";5,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2010";"Libérale";"Pharmacien";"Pharmacien";15,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2010";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";14,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2010";"Libérale";"Médecin Généraliste";"Médecin Généraliste";29,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2010";"Libérale";"Médecin Spécialiste";"Ophtalmologie";5,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2010";"Libérale";"Audio-Prothésiste";"Audio-Prothésiste";2,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2010";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";13,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2010";"Libérale";"Diététicien";"Diététicien";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2010";"Libérale";"Psychologue";"Psychologue";4,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2010";"Libérale";"Opticien-Lunetier";"Opticien-Lunetier";6,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2010";"Libérale";"Sage-Femme";"Sage-Femme";4,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2010";"Libérale";"Orthoptiste";"Orthoptiste";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2011";"Libérale";"Médecin Spécialiste";"Chirurgie urologique";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2011";"Libérale";"Médecin Spécialiste";"Pédiatrie";3,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2011";"Libérale";"Médecin Spécialiste";"Endocrinologie et métabolismes";2,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2011";"Libérale";"Médecin Spécialiste";"Cardiologie";4,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2011";"Libérale";"Médecin Spécialiste";"Chirurgie générale";2,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2011";"Libérale";"Médecin Spécialiste";"Gynécologie obstétrique";4,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2011";"Libérale";"Médecin Spécialiste";"Gastro-Entérologie Hépatologie";2,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2011";"Libérale";"Médecin Spécialiste";"Rhumatologie";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2011";"Libérale";"Médecin Spécialiste";"Neurologie";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2011";"Libérale";"Médecin Spécialiste";"Radiodiagnostic et imagerie médicale";5,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2011";"Libérale";"Médecin Spécialiste";"Anesthésiologie Réanimation";5,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2011";"Libérale";"Médecin Spécialiste";"Pneumologie";2,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2011";"Libérale";"Médecin Spécialiste";"Dermatologie et vénéréologie";2,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2011";"Libérale";"Orthophoniste";"Orthophoniste";4,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2011";"Libérale";"Médecin Spécialiste";"Chirurgie orthopédique et traumatologique";2,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2011";"Libérale";"Médecin Spécialiste";"Psychiatrie";2,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2011";"Libérale";"Pédicure-Podologue";"Pédicure-Podologue";6,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2011";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";14,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2011";"Libérale";"Infirmier";"Infirmier";14,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2011";"Libérale";"Audio-Prothésiste";"Audio-Prothésiste";2,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2011";"Libérale";"Orthoptiste";"Orthoptiste";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2011";"Libérale";"Psychologue";"Psychologue";4,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2011";"Libérale";"Diététicien";"Diététicien";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2011";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";14,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2011";"Libérale";"Podo-orthésiste";"Podo-orthésiste";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2011";"Libérale";"Médecin Spécialiste";"Biologie médicale";1,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2011";"Libérale";"Médecin Généraliste";"Médecin Généraliste";29,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2011";"Libérale";"Médecin Spécialiste";"Ophtalmologie";5,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2011";"Libérale";"Médecin Spécialiste";"Oto-rhino laryngologie";4,00
"OPENDATA41 - www.pilote41.fr";"41269";"Vendôme";"2011";"Libérale";"Opticien-Lunetier";"Opticien-Lunetier";7,00
"OPENDATA41 - www.pilote41.fr";"41270";"Verdes";"2005";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41270";"Verdes";"2006";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41270";"Verdes";"2007";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41270";"Verdes";"2008";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41270";"Verdes";"2009";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41270";"Verdes";"2009";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41270";"Verdes";"2010";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41270";"Verdes";"2010";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41270";"Verdes";"2011";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41275";"Ville-aux-Clercs";"2005";"Libérale";"Infirmier";"Infirmier";3,00
"OPENDATA41 - www.pilote41.fr";"41275";"Ville-aux-Clercs";"2005";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41275";"Ville-aux-Clercs";"2005";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41275";"Ville-aux-Clercs";"2005";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41275";"Ville-aux-Clercs";"2005";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41275";"Ville-aux-Clercs";"2006";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41275";"Ville-aux-Clercs";"2006";"Libérale";"Infirmier";"Infirmier";2,00
"OPENDATA41 - www.pilote41.fr";"41275";"Ville-aux-Clercs";"2006";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
